year,state,statefip,stateAbbrev,realIncWage,gini,pctTechnicalWorker,pctFemaleWorker,unemployementRate,realIncWageRat90_10,realIncWageRat_cg_hs,laborSupply_hl,fmWageRat
2010,District of Columbia,11,DC,77710,.426,.077,.501,.096,6.833,2.607,2.151,.8300000000000001
2011,District of Columbia,11,DC,73872,.422,.081,.5,.104,6.963,2.619,2.37,.719
2012,District of Columbia,11,DC,78841,.42,.086,.531,.106,6.972,2.638,2.572,.743
2013,District of Columbia,11,DC,78427,.419,.088,.499,.079,7,2.659,2.675,.8320000000000001
2014,District of Columbia,11,DC,78138,.419,.09,.502,.077,6.949,2.693,2.804,.774
1980,Florida,12,FL,31798,.316,.03,.423,.053,4.063,1.546,.378,.62
1981,Florida,12,FL,32654,.32,.031,.406,.069,4.155,1.565,.388,.609
1982,Florida,12,FL,34432,.323,.032,.417,.087,4.247,1.577,.398,.619
1983,Florida,12,FL,35588,.33,.033,.425,.087,4.417,1.636,.416,.623
1984,Florida,12,FL,35942,.336,.033,.422,.055,4.533,1.694,.439,.641
1985,Florida,12,FL,38562,.34,.034,.412,.057,4.623,1.732,.464,.594
1986,Florida,12,FL,39207,.342,.035,.425,.058,4.678,1.757,.485,.636
1987,Florida,12,FL,39434,.342,.035,.428,.053,4.695,1.781,.501,.671
1988,Florida,12,FL,38019,.34,.036,.449,.046,4.713,1.767,.517,.727
1989,Florida,12,FL,38031,.338,.037,.451,.05,4.696,1.75,.526,.6940000000000001
1990,Florida,12,FL,37471,.335,.036,.442,.051,4.68,1.733,.545,.708
1991,Florida,12,FL,36362,.335,.035,.461,.07,4.686,1.733,.5670000000000001,.739
1992,Florida,12,FL,37639,.335,.035,.482,.079,4.692,1.736,.589,.75
1993,Florida,12,FL,38018,.337,.035,.474,.063,4.684,1.756,.608,.749
1994,Florida,12,FL,38140,.342,.035,.459,.069,4.69,1.778,.628,.737
1995,Florida,12,FL,40039,.349,.036,.462,.043,4.695,1.8,.634,.762
1996,Florida,12,FL,41065,.354,.036,.467,.045,4.681,1.828,.635,.71
1997,Florida,12,FL,41175,.361,.037,.464,.049,4.667,1.859,.636,.747
1998,Florida,12,FL,43489,.368,.038,.461,.044,4.727,1.876,.642,.734
1999,Florida,12,FL,44097,.372,.038,.444,.037,4.794000000000001,1.894,.65,.717
2000,Florida,12,FL,45672,.376,.038,.433,.037,4.86,1.933,.667,.735
2001,Florida,12,FL,48338,.381,.039,.447,.041,4.958,1.962,.6830000000000001,.661
2002,Florida,12,FL,47835,.384,.039,.439,.05,5.055,1.984,.7020000000000001,.717
2003,Florida,12,FL,48983,.386,.039,.447,.055,5.09,2.015,.723,.738
2004,Florida,12,FL,49026,.388,.04,.46,.052,5.119,2.046,.745,.72
2005,Florida,12,FL,49977,.39,.041,.461,.04,5.148,2.056,.76,.704
2006,Florida,12,FL,50500,.386,.043,.461,.03,5.118,2.033,.79,.6980000000000001
2007,Florida,12,FL,51011,.383,.046,.461,.037,5.048,2.009,.843,.719
2008,Florida,12,FL,49552,.379,.049,.475,.052,4.981,1.975,.889,.737
2009,Florida,12,FL,51491,.376,.051,.487,.093,4.952,1.941,.9360000000000001,.744
2010,Florida,12,FL,51347,.375,.052,.478,.104,4.952,1.929,.983,.763
2011,Florida,12,FL,51469,.377,.05,.478,.096,5.007,1.952,1.008,.758
2012,Florida,12,FL,51641,.38,.05,.488,.086,5.101,1.977,1.009,.719
2013,Florida,12,FL,51295,.382,.049,.497,.073,5.175,1.995,1.012,.726
2014,Florida,12,FL,51217,.385,.048,.478,.066,5.233000000000001,2.025,1.008,.754
1980,Georgia,13,GA,34973,.341,.028,.392,.064,4.808,1.632,.417,.5580000000000001
1981,Georgia,13,GA,35244,.342,.029,.404,.069,4.808,1.667,.421,.5650000000000001
1982,Georgia,13,GA,35780,.342,.029,.419,.072,4.806,1.688,.424,.583
1983,Georgia,13,GA,38149,.343,.03,.402,.076,4.804,1.739,.428,.64
1984,Georgia,13,GA,37053,.342,.031,.414,.061,4.770000000000001,1.766,.433,.626
1985,Georgia,13,GA,38217,.34,.033,.445,.051,4.721,1.778,.436,.655
1986,Georgia,13,GA,38878,.339,.034,.418,.067,4.686,1.776,.437,.655
1987,Georgia,13,GA,40322,.338,.037,.444,.07,4.666,1.774,.445,.628
1988,Georgia,13,GA,39000,.336,.039,.45,.066,4.633,1.757,.463,.663
1989,Georgia,13,GA,38929,.335,.041,.432,.052,4.646,1.741,.486,.663
1990,Georgia,13,GA,40677,.336,.041,.445,.056,4.674,1.728,.514,.662
1991,Georgia,13,GA,40352,.335,.041,.475,.046,4.687,1.718,.548,.642
1992,Georgia,13,GA,39610,.336,.039,.469,.071,4.729,1.725,.591,.728
1993,Georgia,13,GA,40709,.337,.038,.459,.061,4.784,1.748,.632,.7010000000000001
1994,Georgia,13,GA,43632,.339,.037,.433,.06,4.784,1.769,.667,.705
1995,Georgia,13,GA,43382,.341,.037,.452,.045,4.777,1.788,.6880000000000001,.67
1996,Georgia,13,GA,43919,.343,.038,.47,.04,4.770000000000001,1.809,.7030000000000001,.59
1997,Georgia,13,GA,45040,.344,.04,.455,.048,4.722,1.812,.7020000000000001,.6850000000000001
1998,Georgia,13,GA,42848,.345,.043,.449,.037,4.674,1.818,.6930000000000001,.6940000000000001
1999,Georgia,13,GA,47379,.347,.045,.464,.046,4.667,1.835,.6860000000000001,.755
2000,Georgia,13,GA,44679,.348,.047,.459,.039,4.667,1.856,.6900000000000001,.71
2001,Georgia,13,GA,49396,.351,.049,.447,.05,4.667,1.882,.6990000000000001,.6900000000000001
2002,Georgia,13,GA,49943,.353,.049,.459,.052,4.667,1.91,.708,.6840000000000001
2003,Georgia,13,GA,48420,.355,.049,.483,.047,4.693000000000001,1.932,.721,.6910000000000001
2004,Georgia,13,GA,48787,.356,.049,.476,.036,4.76,1.958,.745,.762
2005,Georgia,13,GA,49635,.36,.05,.491,.055,4.827,1.992,.767,.704
2006,Georgia,13,GA,48061,.362,.051,.454,.043,4.893,2.009,.8040000000000001,.757
2007,Georgia,13,GA,49414,.369,.052,.449,.039,5.052000000000001,2.032,.849,.6900000000000001
2008,Georgia,13,GA,52478,.376,.054,.451,.059,5.203,2.057,.903,.6780000000000001
2009,Georgia,13,GA,54258,.383,.057,.471,.093,5.314,2.067,.9500000000000001,.6790000000000001
2010,Georgia,13,GA,55205,.387,.059,.485,.112,5.425,2.055,1.001,.711
2011,Georgia,13,GA,51458,.392,.062,.485,.105,5.536000000000001,2.052,1.034,.73
2012,Georgia,13,GA,55180,.392,.064,.471,.094,5.556,2.04,1.059,.721
2013,Georgia,13,GA,52880,.393,.066,.478,.085,5.556,2.031,1.069,.704
2014,Georgia,13,GA,53535,.393,.066,.46,.065,5.556,2.015,1.078,.769
1980,Hawaii,15,HI,36214,.284,.031,.419,.046,3.719,1.284,.528,.634
1981,Hawaii,15,HI,36555,.286,.031,.435,.051,3.727,1.312,.541,.636
1982,Hawaii,15,HI,38285,.287,.03,.434,.061,3.756,1.334,.548,.632
1983,Hawaii,15,HI,37504,.292,.029,.468,.088,3.817,1.367,.5670000000000001,.674
1984,Hawaii,15,HI,38119,.298,.029,.44,.062,3.882,1.396,.5760000000000001,.709
1985,Hawaii,15,HI,41610,.303,.029,.46,.065,3.953,1.437,.591,.59
1986,Hawaii,15,HI,39949,.308,.029,.455,.057,4.023,1.45,.604,.6780000000000001
1987,Hawaii,15,HI,41734,.312,.03,.442,.043,4.069,1.456,.618,.63
1988,Hawaii,15,HI,41532,.314,.03,.457,.035,4.091,1.48,.631,.632
1989,Hawaii,15,HI,38528,.313,.031,.431,.029,4.103,1.491,.664,.7000000000000001
1990,Hawaii,15,HI,42676,.31,.031,.447,.037,4.104,1.502,.6930000000000001,.6960000000000001
1991,Hawaii,15,HI,43758,.308,.034,.438,.034,4.117,1.524,.722,.73
1992,Hawaii,15,HI,43405,.305,.036,.446,.036,4.209000000000001,1.549,.75,.727
1993,Hawaii,15,HI,43644,.306,.036,.47,.037,4.3,1.563,.772,.74
1994,Hawaii,15,HI,42937,.309,.037,.492,.058,4.396,1.592,.776,.708
1995,Hawaii,15,HI,42777,.314,.037,.487,.048,4.488,1.617,.771,.728
1996,Hawaii,15,HI,44380,.319,.035,.456,.064,4.567,1.644,.773,.768
1997,Hawaii,15,HI,44075,.324,.034,.484,.067,4.526,1.674,.784,.839
1998,Hawaii,15,HI,46644,.326,.033,.491,.06,4.485,1.704,.8,.793
1999,Hawaii,15,HI,46030,.328,.035,.48,.057,4.439,1.725,.8260000000000001,.714
2000,Hawaii,15,HI,49489,.334,.037,.468,.048,4.456,1.744,.849,.7010000000000001
2001,Hawaii,15,HI,47999,.337,.038,.451,.036,4.445,1.756,.865,.734
2002,Hawaii,15,HI,47320,.342,.04,.478,.047,4.503,1.763,.887,.744
2003,Hawaii,15,HI,53283,.345,.043,.465,.04,4.561,1.77,.909,.8260000000000001
2004,Hawaii,15,HI,52216,.346,.041,.476,.041,4.599,1.754,.907,.8080000000000001
2005,Hawaii,15,HI,50116,.345,.039,.475,.033,4.571,1.733,.92,.749
2006,Hawaii,15,HI,50070,.346,.037,.491,.033,4.579,1.717,.9340000000000001,.833
2007,Hawaii,15,HI,47959,.344,.036,.478,.028,4.538,1.702,.9330000000000001,.767
2008,Hawaii,15,HI,47177,.347,.034,.469,.028,4.497,1.687,.9340000000000001,.75
2009,Hawaii,15,HI,52861,.351,.035,.477,.083,4.522,1.723,.9540000000000001,.743
2010,Hawaii,15,HI,52055,.354,.036,.5,.071,4.568000000000001,1.778,.969,.744
2011,Hawaii,15,HI,49025,.356,.038,.513,.062,4.614,1.833,.985,.722
2012,Hawaii,15,HI,53670,.357,.039,.47,.057,4.681,1.895,1,.8170000000000001
2013,Hawaii,15,HI,49784,.355,.04,.475,.05,4.74,1.945,1.011,.8230000000000001
2014,Hawaii,15,HI,50583,.352,.04,.51,.039,4.765,1.972,1.023,.8020000000000001
1980,Idaho,16,ID,35794,.292,.036,.339,.089,4.11,1.304,.466,.595
1981,Idaho,16,ID,34406,.296,.035,.358,.089,4.154,1.363,.47,.608
1982,Idaho,16,ID,34485,.3,.034,.342,.12,4.24,1.398,.472,.597
1983,Idaho,16,ID,34829,.304,.032,.385,.129,4.358,1.471,.477,.598
1984,Idaho,16,ID,35627,.31,.03,.385,.106,4.45,1.492,.48,.636
1985,Idaho,16,ID,35782,.317,.028,.405,.088,4.542,1.507,.479,.632
1986,Idaho,16,ID,36443,.32,.027,.376,.088,4.609,1.491,.477,.626
1987,Idaho,16,ID,34791,.323,.027,.402,.103,4.617,1.496,.475,.592
1988,Idaho,16,ID,36265,.325,.027,.39,.071,4.65,1.518,.472,.66
1989,Idaho,16,ID,35076,.327,.028,.393,.074,4.675,1.562,.471,.671
1990,Idaho,16,ID,36203,.328,.03,.385,.076,4.7,1.611,.488,.612
1991,Idaho,16,ID,33900,.329,.031,.388,.064,4.725000000000001,1.661,.517,.645
1992,Idaho,16,ID,35007,.331,.033,.398,.083,4.705,1.691,.5520000000000001,.672
1993,Idaho,16,ID,35782,.332,.035,.401,.081,4.661000000000001,1.709,.588,.659
1994,Idaho,16,ID,37842,.331,.035,.403,.065,4.62,1.744,.623,.6810000000000001
1995,Idaho,16,ID,39002,.334,.034,.408,.058,4.65,1.773,.639,.6990000000000001
1996,Idaho,16,ID,38939,.337,.036,.362,.074,4.667,1.802,.641,.8
1997,Idaho,16,ID,41174,.344,.038,.412,.073,4.742,1.83,.638,.669
1998,Idaho,16,ID,38170,.349,.041,.401,.063,4.821,1.854,.634,.716
1999,Idaho,16,ID,42421,.354,.045,.398,.063,4.897,1.847,.634,.721
2000,Idaho,16,ID,41868,.353,.049,.382,.044,4.901,1.839,.64,.755
2001,Idaho,16,ID,46852,.355,.051,.393,.051,4.919000000000001,1.834,.649,.674
2002,Idaho,16,ID,44584,.352,.053,.412,.071,4.924,1.825,.659,.6770000000000001
2003,Idaho,16,ID,42795,.351,.052,.433,.063,4.876,1.812,.674,.64
2004,Idaho,16,ID,42845,.35,.053,.401,.055,4.833,1.809,.6900000000000001,.797
2005,Idaho,16,ID,46292,.353,.052,.412,.05,4.786000000000001,1.812,.7030000000000001,.705
2006,Idaho,16,ID,47473,.352,.052,.396,.044,4.734,1.836,.724,.6810000000000001
2007,Idaho,16,ID,48296,.353,.051,.384,.032,4.687,1.874,.744,.73
2008,Idaho,16,ID,49580,.355,.051,.405,.041,4.664,1.916,.763,.664
2009,Idaho,16,ID,46524,.355,.05,.399,.078,4.638,1.956,.788,.762
2010,Idaho,16,ID,48676,.355,.049,.415,.083,4.7,1.992,.8120000000000001,.667
2011,Idaho,16,ID,47849,.357,.049,.392,.104,4.813,2.011,.8260000000000001,.735
2012,Idaho,16,ID,48291,.363,.046,.381,.094,4.922,2.032,.8270000000000001,.8120000000000001
2013,Idaho,16,ID,47923,.365,.045,.379,.071,5.009,2.039,.835,.8
2014,Idaho,16,ID,48240,.368,.044,.412,.06,5.154,2.052,.8300000000000001,.739
1980,Illinois,17,IL,41236,.298,.045,.362,.077,4.003,1.482,.467,.582
1981,Illinois,17,IL,41149,.299,.045,.381,.093,4.034,1.492,.489,.5730000000000001
1982,Illinois,17,IL,42547,.3,.045,.365,.103,4.052000000000001,1.498,.513,.5720000000000001
1983,Illinois,17,IL,44172,.302,.044,.37,.118,4.071,1.518,.548,.6
1984,Illinois,17,IL,43824,.303,.042,.38,.108,4.108,1.514,.5750000000000001,.651
1985,Illinois,17,IL,43169,.306,.04,.394,.086,4.148,1.523,.597,.621
1986,Illinois,17,IL,44184,.308,.038,.408,.087,4.177000000000001,1.525,.606,.646
1987,Illinois,17,IL,44864,.311,.036,.409,.081,4.238,1.529,.605,.631
1988,Illinois,17,IL,44335,.313,.037,.408,.078,4.321,1.539,.602,.635
1989,Illinois,17,IL,44700,.316,.039,.399,.058,4.389,1.553,.611,.673
1990,Illinois,17,IL,44634,.318,.041,.396,.059,4.449,1.579,.624,.664
1991,Illinois,17,IL,43780,.319,.043,.418,.069,4.503,1.609,.641,.6810000000000001
1992,Illinois,17,IL,44349,.321,.044,.419,.083,4.544000000000001,1.642,.673,.6880000000000001
1993,Illinois,17,IL,43718,.324,.045,.445,.082,4.577,1.671,.707,.708
1994,Illinois,17,IL,44709,.332,.045,.436,.064,4.616,1.699,.735,.726
1995,Illinois,17,IL,46245,.339,.046,.442,.048,4.695,1.728,.762,.7000000000000001
1996,Illinois,17,IL,50150,.346,.047,.444,.057,4.745,1.768,.784,.645
1997,Illinois,17,IL,51231,.353,.048,.445,.053,4.777,1.808,.791,.6860000000000001
1998,Illinois,17,IL,52501,.361,.05,.431,.046,4.806,1.857,.796,.708
1999,Illinois,17,IL,53319,.365,.051,.432,.035,4.869,1.903,.797,.6770000000000001
2000,Illinois,17,IL,51500,.369,.051,.429,.045,4.911000000000001,1.945,.8010000000000001,.709
2001,Illinois,17,IL,56423,.373,.05,.431,.06,4.978,1.977,.8050000000000001,.655
2002,Illinois,17,IL,55956,.377,.051,.44,.069,5.035,2.004,.8120000000000001,.725
2003,Illinois,17,IL,56018,.379,.052,.44,.073,5.099,2.03,.8270000000000001,.657
2004,Illinois,17,IL,55986,.381,.054,.431,.063,5.151,2.054,.85,.725
2005,Illinois,17,IL,55557,.383,.055,.433,.062,5.148,2.079,.875,.6900000000000001
2006,Illinois,17,IL,56541,.386,.057,.445,.054,5.144,2.098,.904,.6890000000000001
2007,Illinois,17,IL,58419,.39,.059,.421,.048,5.184,2.116,.9450000000000001,.659
2008,Illinois,17,IL,58568,.394,.06,.436,.062,5.214,2.126,.986,.73
2009,Illinois,17,IL,57951,.396,.062,.44,.096,5.211,2.129,1.022,.706
2010,Illinois,17,IL,58504,.398,.063,.453,.118,5.244,2.123,1.051,.746
2011,Illinois,17,IL,57241,.4,.064,.453,.102,5.321,2.126,1.099,.75
2012,Illinois,17,IL,58843,.399,.062,.458,.09,5.286000000000001,2.13,1.134,.732
2013,Illinois,17,IL,60856,.399,.062,.451,.092,5.288,2.129,1.148,.737
2014,Illinois,17,IL,59061,.399,.061,.444,.081,5.291,2.137,1.168,.747
1980,Indiana,18,IN,37500,.286,.031,.339,.098,3.991,1.384,.266,.583
1981,Indiana,18,IN,37269,.289,.031,.363,.103,4.051,1.404,.277,.5720000000000001
1982,Indiana,18,IN,38008,.292,.031,.36,.13,4.088,1.424,.293,.581
1983,Indiana,18,IN,38536,.296,.032,.393,.126,4.158,1.459,.317,.608
1984,Indiana,18,IN,38202,.301,.033,.39,.106,4.219,1.486,.334,.5680000000000001
1985,Indiana,18,IN,38865,.3,.033,.369,.086,4.172,1.492,.349,.595
1986,Indiana,18,IN,39964,.301,.034,.377,.076,4.126,1.504,.357,.613
1987,Indiana,18,IN,38708,.301,.034,.408,.072,4.119,1.507,.354,.618
1988,Indiana,18,IN,37264,.3,.034,.412,.06,4.12,1.52,.351,.624
1989,Indiana,18,IN,38634,.299,.034,.398,.041,4.088,1.535,.349,.621
1990,Indiana,18,IN,38715,.3,.035,.394,.078,4.128,1.555,.348,.635
1991,Indiana,18,IN,37494,.3,.035,.413,.08,4.178,1.59,.36,.662
1992,Indiana,18,IN,38332,.303,.033,.421,.067,4.185000000000001,1.625,.375,.733
1993,Indiana,18,IN,37200,.31,.032,.435,.054,4.192,1.658,.395,.656
1994,Indiana,18,IN,38580,.317,.031,.412,.051,4.23,1.689,.416,.645
1995,Indiana,18,IN,40962,.324,.031,.422,.058,4.237,1.728,.437,.6950000000000001
1996,Indiana,18,IN,43265,.33,.033,.432,.045,4.226,1.737,.453,.622
1997,Indiana,18,IN,43012,.333,.035,.417,.042,4.219,1.747,.481,.645
1998,Indiana,18,IN,43800,.336,.037,.425,.038,4.296,1.797,.507,.72
1999,Indiana,18,IN,47224,.344,.039,.443,.029,4.372,1.851,.544,.6900000000000001
2000,Indiana,18,IN,46071,.35,.039,.403,.045,4.45,1.892,.582,.6860000000000001
2001,Indiana,18,IN,52165,.358,.04,.44,.045,4.536000000000001,1.946,.613,.645
2002,Indiana,18,IN,55252,.365,.04,.438,.06,4.596,2,.631,.6760000000000001
2003,Indiana,18,IN,53807,.371,.041,.42,.056,4.567,2.004,.646,.632
2004,Indiana,18,IN,53460,.367,.042,.423,.056,4.538,1.999,.655,.707
2005,Indiana,18,IN,51887,.363,.044,.428,.061,4.502,1.985,.664,.6910000000000001
2006,Indiana,18,IN,47793,.356,.045,.458,.06,4.466,1.965,.6820000000000001,.675
2007,Indiana,18,IN,52547,.352,.046,.431,.052,4.455,1.945,.6990000000000001,.632
2008,Indiana,18,IN,48998,.349,.046,.446,.061,4.45,1.929,.722,.721
2009,Indiana,18,IN,50531,.348,.046,.458,.106,4.497,1.918,.741,.731
2010,Indiana,18,IN,49428,.348,.046,.457,.119,4.549,1.896,.775,.731
2011,Indiana,18,IN,48887,.355,.047,.454,.092,4.62,1.876,.8060000000000001,.736
2012,Indiana,18,IN,53890,.353,.046,.456,.08,4.631,1.857,.8320000000000001,.734
2013,Indiana,18,IN,53735,.353,.046,.442,.089,4.678,1.843,.849,.658
2014,Indiana,18,IN,51619,.353,.047,.444,.062,4.669000000000001,1.818,.87,.725
1980,Iowa,19,IA,36478,.291,.038,.361,.048,4.165,1.396,.4,.589
1981,Iowa,19,IA,37803,.293,.036,.371,.064,4.111,1.432,.407,.5750000000000001
1982,Iowa,19,IA,39679,.297,.035,.379,.1,4.114,1.454,.419,.603
1983,Iowa,19,IA,38953,.299,.032,.405,.093,4.081,1.494,.433,.615
1984,Iowa,19,IA,38198,.302,.029,.408,.089,4.048,1.531,.446,.604
1985,Iowa,19,IA,40572,.302,.03,.391,.102,4.015,1.524,.461,.612
1986,Iowa,19,IA,38918,.302,.031,.416,.091,4.025,1.514,.47,.626
1987,Iowa,19,IA,38500,.299,.031,.397,.064,4,1.509,.476,.632
1988,Iowa,19,IA,37403,.299,.031,.392,.062,4,1.512,.483,.639
1989,Iowa,19,IA,37734,.299,.032,.405,.042,4.009,1.521,.491,.638
1990,Iowa,19,IA,37680,.299,.032,.419,.045,4.018,1.564,.501,.641
1991,Iowa,19,IA,37188,.3,.032,.412,.043,4.027,1.606,.514,.656
1992,Iowa,19,IA,37464,.301,.033,.432,.061,4.037,1.644,.539,.6940000000000001
1993,Iowa,19,IA,36533,.302,.034,.416,.052,4.043,1.673,.5670000000000001,.712
1994,Iowa,19,IA,37302,.304,.034,.435,.04,4.023,1.7,.593,.674
1995,Iowa,19,IA,41110,.306,.035,.437,.037,4.021,1.69,.623,.668
1996,Iowa,19,IA,39902,.308,.037,.451,.037,4.001,1.685,.651,.6990000000000001
1997,Iowa,19,IA,40132,.314,.039,.448,.03,3.981,1.68,.664,.6850000000000001
1998,Iowa,19,IA,42834,.32,.041,.444,.029,3.999,1.677,.6780000000000001,.6760000000000001
1999,Iowa,19,IA,44931,.325,.042,.437,.029,4.035,1.675,.7030000000000001,.6800000000000001
2000,Iowa,19,IA,44503,.328,.042,.444,.032,4.053,1.683,.723,.78
2001,Iowa,19,IA,47375,.333,.043,.446,.044,4.089,1.692,.744,.6860000000000001
2002,Iowa,19,IA,47070,.332,.043,.454,.048,4.126,1.7,.764,.6940000000000001
2003,Iowa,19,IA,48520,.332,.044,.445,.044,4.176,1.716,.783,.6760000000000001
2004,Iowa,19,IA,48090,.335,.045,.437,.044,4.226,1.721,.794,.751
2005,Iowa,19,IA,48878,.337,.046,.457,.05,4.257,1.721,.8150000000000001,.6900000000000001
2006,Iowa,19,IA,47073,.338,.048,.455,.039,4.288,1.718,.8320000000000001,.6950000000000001
2007,Iowa,19,IA,48191,.339,.05,.456,.039,4.303,1.716,.854,.664
2008,Iowa,19,IA,49990,.339,.051,.453,.036,4.270000000000001,1.705,.874,.6930000000000001
2009,Iowa,19,IA,49481,.337,.053,.447,.077,4.237,1.704,.892,.715
2010,Iowa,19,IA,48427,.335,.054,.465,.079,4.232,1.706,.905,.731
2011,Iowa,19,IA,48031,.337,.054,.461,.07,4.25,1.736,.923,.724
2012,Iowa,19,IA,49742,.341,.053,.46,.053,4.308,1.793,.9370000000000001,.756
2013,Iowa,19,IA,49922,.342,.052,.456,.053,4.332,1.815,.9440000000000001,.725
2014,Iowa,19,IA,51517,.345,.051,.454,.048,4.373,1.852,.9560000000000001,.742
1980,Kansas,20,KS,34907,.302,.045,.378,.048,4.093,1.394,.475,.614
1981,Kansas,20,KS,36345,.302,.045,.378,.051,4.042,1.407,.478,.593
1982,Kansas,20,KS,38705,.302,.045,.354,.061,4.011,1.417,.49,.5740000000000001
1983,Kansas,20,KS,38561,.301,.044,.389,.08,3.969,1.441,.512,.5720000000000001
1984,Kansas,20,KS,38874,.304,.044,.411,.067,3.98,1.454,.539,.588
1985,Kansas,20,KS,40685,.307,.045,.39,.05,4.035,1.471,.5710000000000001,.62
1986,Kansas,20,KS,42656,.31,.046,.373,.069,4.121,1.515,.604,.619
1987,Kansas,20,KS,41458,.313,.046,.381,.057,4.248,1.556,.627,.6
1988,Kansas,20,KS,39727,.317,.046,.426,.044,4.363,1.597,.641,.604
1989,Kansas,20,KS,40364,.316,.045,.427,.034,4.419000000000001,1.639,.65,.632
1990,Kansas,20,KS,41367,.316,.044,.418,.051,4.475000000000001,1.664,.6760000000000001,.671
1991,Kansas,20,KS,40346,.316,.042,.413,.052,4.511,1.66,.7000000000000001,.7020000000000001
1992,Kansas,20,KS,39402,.315,.042,.444,.037,4.472,1.658,.725,.671
1993,Kansas,20,KS,39642,.315,.041,.437,.054,4.433,1.658,.77,.717
1994,Kansas,20,KS,39707,.322,.042,.438,.064,4.479,1.666,.8160000000000001,.756
1995,Kansas,20,KS,38467,.33,.044,.431,.046,4.54,1.693,.841,.735
1996,Kansas,20,KS,43710,.338,.047,.397,.044,4.585,1.725,.864,.715
1997,Kansas,20,KS,46281,.348,.048,.415,.043,4.665,1.767,.885,.651
1998,Kansas,20,KS,48594,.358,.05,.422,.027,4.744,1.808,.89,.664
1999,Kansas,20,KS,46716,.362,.05,.445,.029,4.742,1.855,.895,.634
2000,Kansas,20,KS,44105,.365,.049,.423,.032,4.726,1.871,.901,.73
2001,Kansas,20,KS,50116,.368,.049,.447,.041,4.74,1.899,.923,.738
2002,Kansas,20,KS,56540,.37,.05,.444,.046,4.770000000000001,1.936,.9470000000000001,.655
2003,Kansas,20,KS,52694,.371,.052,.448,.05,4.784,1.973,.964,.623
2004,Kansas,20,KS,50041,.368,.054,.439,.06,4.799,1.974,.982,.6810000000000001
2005,Kansas,20,KS,48455,.369,.056,.44,.057,4.815,2.004,.997,.67
2006,Kansas,20,KS,50920,.372,.057,.427,.055,4.803,2.025,.999,.6850000000000001
2007,Kansas,20,KS,52898,.371,.059,.429,.042,4.765,2.018,1.014,.664
2008,Kansas,20,KS,47349,.369,.061,.442,.05,4.753,1.988,1.041,.6930000000000001
2009,Kansas,20,KS,52837,.373,.064,.435,.077,4.741,2.003,1.069,.6940000000000001
2010,Kansas,20,KS,52728,.372,.065,.484,.075,4.729,1.98,1.119,.661
2011,Kansas,20,KS,50538,.368,.066,.469,.078,4.729,1.93,1.17,.732
2012,Kansas,20,KS,49700,.365,.063,.453,.071,4.74,1.875,1.205,.749
2013,Kansas,20,KS,52656,.365,.062,.452,.06,4.741,1.867,1.223,.603
2014,Kansas,20,KS,50011,.363,.06,.448,.045,4.742,1.817,1.252,.7030000000000001
1980,Kentucky,21,KY,34769,.309,.027,.368,.08,4.395000000000001,1.549,.354,.5650000000000001
1981,Kentucky,21,KY,34870,.31,.028,.361,.089,4.376,1.547,.365,.606
1982,Kentucky,21,KY,36816,.313,.028,.372,.1,4.376,1.547,.373,.589
1983,Kentucky,21,KY,37528,.316,.028,.396,.112,4.352,1.544,.393,.595
1984,Kentucky,21,KY,37012,.319,.028,.417,.117,4.374,1.544,.398,.596
1985,Kentucky,21,KY,39595,.322,.028,.372,.09,4.385,1.522,.4,.539
1986,Kentucky,21,KY,38026,.321,.028,.357,.11,4.396,1.497,.402,.593
1987,Kentucky,21,KY,37354,.318,.028,.39,.111,4.406,1.472,.399,.628
1988,Kentucky,21,KY,37649,.314,.029,.388,.096,4.42,1.45,.409,.658
1989,Kentucky,21,KY,36806,.311,.03,.423,.074,4.454,1.47,.419,.658
1990,Kentucky,21,KY,37371,.311,.032,.444,.054,4.504,1.52,.434,.649
1991,Kentucky,21,KY,37602,.317,.032,.446,.08,4.567,1.573,.46,.718
1992,Kentucky,21,KY,39948,.324,.032,.405,.069,4.681,1.626,.489,.671
1993,Kentucky,21,KY,38168,.331,.031,.441,.075,4.782,1.676,.522,.731
1994,Kentucky,21,KY,39989,.337,.029,.422,.05,4.862,1.693,.5530000000000001,.664
1995,Kentucky,21,KY,39142,.342,.028,.406,.067,4.891,1.688,.578,.776
1996,Kentucky,21,KY,43415,.346,.026,.425,.054,4.908,1.697,.589,.6920000000000001
1997,Kentucky,21,KY,39551,.35,.026,.424,.06,4.862,1.706,.599,.722
1998,Kentucky,21,KY,42612,.355,.026,.439,.062,4.877,1.725,.595,.658
1999,Kentucky,21,KY,45709,.36,.025,.426,.047,4.893,1.772,.603,.717
2000,Kentucky,21,KY,43229,.365,.025,.445,.044,4.954,1.832,.615,.6930000000000001
2001,Kentucky,21,KY,47977,.365,.026,.432,.049,4.914,1.879,.631,.641
2002,Kentucky,21,KY,50268,.364,.028,.451,.058,4.875,1.915,.647,.644
2003,Kentucky,21,KY,48133,.361,.03,.454,.072,4.774,1.941,.663,.708
2004,Kentucky,21,KY,47378,.359,.032,.438,.069,4.752,1.93,.669,.6900000000000001
2005,Kentucky,21,KY,45312,.356,.036,.481,.07,4.737,1.922,.671,.67
2006,Kentucky,21,KY,47216,.354,.038,.459,.062,4.823,1.913,.6800000000000001,.7010000000000001
